,fscore,num_signal,2024-07-31 00:00:00,2024-07-30 00:00:00,2024-07-29 00:00:00,2024-07-26 00:00:00,2024-07-23 00:00:00
subindex_other,,,1.0,1.0,1.0,1.0,1.0
subindex_index,,,2.0,2.0,2.0,2.0,2.0
subindex_rate,,,0.0,0.0,0.0,0.0,0.0
subindex_real_estate,,,5.0,5.0,5.0,5.0,5.0
subindex_tourism,,,7.0,7.0,7.0,7.0,7.0
composite_index,0.934177215189871,395.0,15.0,15.0,15.0,15.0,15.0
