,fscore,num_signal,2024-07-31 00:00:00,2024-07-30 00:00:00,2024-07-29 00:00:00,2024-07-26 00:00:00,2024-07-23 00:00:00
subindex_other,,,1.0,1.0,1.0,1.0,1.0
subindex_index,,,5.0,5.0,5.0,5.0,5.0
subindex_rate,,,4.0,4.0,4.0,4.0,4.0
subindex_real_estate,,,6.0,6.0,6.0,6.0,6.0
subindex_tourism,,,9.0,9.0,9.0,9.0,9.0
composite_index,0.5999257057937035,361.0,25.0,25.0,25.0,25.0,25.0
