,fscore,num_signal,2024-07-31 00:00:00,2024-07-30 00:00:00,2024-07-29 00:00:00,2024-07-26 00:00:00,2024-07-23 00:00:00
subindex_signal,,,0.0,0.0,1.0,2.0,1.0
subindex_status,,,6.0,6.0,6.0,6.0,8.0
subindex_valuation,,,8.0,8.0,8.0,8.0,9.0
composite_index,0.4710556186140657,569.0,14.0,14.0,15.0,16.0,18.0
